Geneid	D-1
MROH7-TTC4	3
MAGEB5	0
HOXD8	0
NBPF3	177
KNOP1	776
DENND1B	225
CSF1	0
OSMR	0
PLA2G2A	0
FMO3	0
LOC100507634	19
MIR4422HG	0
MIR4422	0
LINC01753	0
LINC01755	0
LINC01767	1
C2orf81	78
PAOX	2
LOC101929935	0
BRPF1	599
SLITRK4	0
EIF2A	2780
PLEKHA8	209
TRPC1	5
LRRFIP1	2511
ACSL1	1086
FAM120A	1787
ANAPC4	527
TXLNG	545
TRPS1	2
DAB1-AS1	0
TSPAN6	0
TACO1	544
PPP1R12C	2821
LINC01135	2
LINC01358	5
HSD52	0
FAM221A	2
ALG9	449
TYRO3	1535
MPC1	2202
FRS2	124
IL17RD	9
PRR15	3
EVX1	11
BICC1	0
STK31	3
PAX5	120
MIR4711	0
LOC101926944	0
PAWR	0
ATAT1	0
NSUN4	379
AKT3	32
LINC01748	0
LOC101926964	0
NFIA-AS2	0
ZFP91	1164
BACE1	60
KCNN3	4
NFIA-AS1	0
MGC34796	0
TM2D1	279
IZUMO4	14
SCN4B	3
HMGCS2	0
TXNL4B	200
CYP1A1	4
RRP12	1639
MIR3116-1	0
MIR3116-2	0
DDX25	36
IFI44L	4
ACADVL	3071
NIPAL2	173
RABL2A	62
BHLHA9	0
SRP19	1024
SEC14L2	16
HSD17B4	2414
CDH23	46
MLLT10	322
ATP6V0E2	572
FLNC	8
PPHLN1	5722
LINC01739	0
LINC00324	13
MBNL1-AS1	75
SCHLAP1	0
MIR6068	0
BFSP2	1
BCAR3	16
EEA1	456
LYRM1	480
ITGB3BP	949
RIPPLY3	0
BECN2	0
ARHGAP17	941
TROAP	890
MEA1	1687
HOXD4	0
HOXC4	103
BRINP1	0
ETNK2	0
ANKRD45	1
STRADA	573
SH3BP4	0
UBE2U	0
CCDC66	295
PPFIBP1	343
DPF3	50
MIR4794	0
LRRC28	157
METRNL	939
RHBDD1	194
S100A1	13
RAB40C	432
BCAP29	2
CD99	0
MGAT5	1057
LINC01359	3
MIR3671	0
DET1	84
ZDHHC4	697
GSPT2	4
WDR74	1217
THOC7	1667
FRAS1	1
MPV17L	0
OPCML	41
DNAJC21	1092
RIPOR3	4
CCNT2	232
PIK3C2B	503
SENP8	61
ANK1	0
MTHFD2L	125
FLT1	0
SCOC	272
RHBG	1
YTHDF2	1191
TFB1M	409
NEK4	331
FABP6	52
ARHGEF18	906
CALCRL	4
ABCA4	4
CDK15	0
MKNK1	262
CRMP1	8
INO80E	875
MIR3117	0
SLC26A7	3
RASL11B	6
ANKRD28	1269
PRUNE1	165
MYCN	0
PRG4	2
PPIP5K2	1260
SLC39A6	988
SGCE	2
ARMC10	801
C1S	80
TBC1D3	0
MLH1	1970
POU2AF1	0
CORO7	855
TRPM1	0
MARCHF2	186
NCOR1	1607
MIR148B	1
MIR135B	0
MIR425	2
MIR424	0
MIR196B	0
MIR335	0
EFNB2	49
MIR339	4
MIR338	0
KRBOX4	80
PPP4R4	25
SUV39H1	1241
GNG12-AS1	1
GMFG	3945
SCLT1	302
MIR1262	0
GSG1	2
DEPDC1-AS1	1
LINC01707	0
LINC01758	0
SETDB2-PHF11	0
ZNF749	172
ZNF773	184
PDCD2L	473
MRPL45	783
VPS25	1117
BRMS1L	94
EDA	82
PIN1P1	0
DPP6	2
CNKSR2	0
ABCB7	961
ISG20L2	886
ADIRF	0
TMED10	2831
CEP112	10
KRTAP19-6	0
SNHG12	387
CCDC178	0
CCNH	1173
FZD1	223
H4C9	111
UBE2V1	12
VSIG4	6
TMEM9B	371
LINC01788	0
CBX3	8309
TUSC2	907
STK38	934
NUDT4	63
TIPRL	1322
ZRANB2-AS1	14
UGT1A7	0
SLC38A2	9936
ZRANB2-AS2	0
JMJD4	359
NEGR1-IT1	0
LINC01360	1
LINC02238	0
SIGLEC10	63
FPGT-TNNI3K	0
STARD8	234
RNASEH2B	1396
LOC647264	0
FBXL3	526
LRRC53	0
TEX2	458
TMEM218	392
ERICH3-AS1	0
TSACC	15
GLRA2	3
TYW3	521
MDM1	232
NUDT16L1	947
CPA3	0
HNRNPH1	7109
COX6B1	6106
SLC31A2	7
COL16A1	1
SRRT	3824
SLIT2	0
DLSTP1	82
MIR3658	0
MIR3619	0
DPH7	549
SNORD45A	3
SNORD45B	5
C11orf71	175
LOC101927342	0
TRIQK	0
LRRCC1	321
CRISPLD1	1
CENPJ	297
S1PR2	70
LINC02567	0
IL15	1
MIR7156	0
C1orf194	3
PTBP3	1210
KIFC3	3
TNFRSF1A	2598
PIGG	366
ZNF133	200
RFLNB	2387
SELENOV	0
ANKDD1A	70
H2AJ	2
PPP3R2	0
MIGA1	149
ELOVL7	103
NEXN-AS1	3
IL31RA	1
SMIM9	0
GPBAR1	2
HDDC3	676
MIR99A	0
NUP54	733
EGFL8	0
RELCH	294
SLC10A4	1
FBXO15	12
MUC20	38
RALGPS2	269
MGC27382	0
IFI44	469
CLDN18	4
VN1R2	0
SLC30A8	0
SERPINA12	0
MALT1	356
PPM1B	1828
ZNF326	910
IRF2BP2	3440
LOC101927434	0
MKRN2OS	8
TMEM178B	0
DEFB4B	0
RAD54B	286
TSPAN1	0
PUM2	1646
SLC29A2	55
OVCH2	5
RECQL5	326
PCDHA3	1
PCDHA5	0
L3MBTL2	757
ROBO2	4
PRKAR1A	1876
C1QTNF5	0
EIF1AD	495
PPP1R1B	1
LINC01362	0
LINC01361	0
LINC01712	0
LINC01725	0
LOC101927560	0
ZBTB33	597
MAGOHB	892
RAB11FIP1	243
PLPBP	1033
TTLL2	0
SPINT2	112
SLC25A10	2478
NR1I2	0
DOLPP1	305
MGA	291
MVK	1121
GRIA1	0
SAMD13	58
SBSPON	18
ABCB4	0
NOX3	0
CD207	0
PCDHGA12	0
LINC01461	2
ZNF611	66
PLEKHD1	5
ZNF606	0
PCID2	1471
GET3	2041
TWF2	5290
RNF13	633
CDC25B	1615
SIRT2	849
LIG1	2611
LOC646626	1
ZNHIT6	478
SLC1A6	0
JOSD2	520
COL24A1	26
SFTA3	0
PPTC7	654
SNORD138	2
CERS5	313
LYG1	30
LOC389831	35
SNAP47	387
MAGI1-IT1	0
RUSC1-AS1	105
UBIAD1	546
ZMYM2	502
HS2ST1	882
CHAMP1	450
ARCN1	1525
APLP2	8646
BCAP31	4939
ATP5MGL	5
BCKDK	871
PROM1	10
SPTLC3	2
C1orf112	220
BEST2	3
MIR7856	0
CLCA4-AS1	4
CLCA3P	0
AIMP1	1210
CRCP	778
SSR3	4080
ZNF69	0
DCTN1	2200
LINC01140	8
EGFL6	1
LINC01364	0
PKN2-AS1	4
SEC31A	533
FAM49B	3239
KYAT3	540
KCNMA1	3
CERKL	14
GBP3	24
PSENEN	553
UBB	15125
PHB	9225
ATG5	827
OR13F1	0
LOC729930	0
GBP6	0
SLC36A2	0
CATSPER4	0
GBP1P1	0
PCDHGB6	0
PCDHGB5	0
LRRC8C-DT	14
PPFIA3	854
ZNF45	122
GEMIN8P4	50
ARFGAP1	932
SELENON	684
FAM104A	752
SNORD3G	0
SETD3	826
CLU	60
LINC01763	1
ZNF644	574
UBASH3A	0
RBM18	309
TLL1	0
EYA3	547
SLC4A9	1
TCP10L	0
HAPLN3	26
SPAM1	0
TMPRSS4	1
ZFY	0
UGT1A3	0
ZMAT5	328
ANAPC10	257
MMAB	1228
SLC11A2	289
LRRC34	19
C1QL2	0
CABP7	12
MTHFSD	330
CEACAM8	6
CEACAM3	0
CTSC	3716
CDK1	2888
CDA	234
ADGRE5	1698
CD69	1627
PLK3	112
BANP	418
STS	21
DUX4	0
KMT5A	712
PHF20L1	1014
DIPK1A	139
SNORD21	3
SNORA66	11
ARPP21	2
CHUK	435
CHKA	1267
CHI3L1	0
OTUB2	0
CEACAM21	175
CCDC18-AS1	147
EPM2A	87
MINDY1	61
DNAJB5	105
TIAL1	2036
C1D	508
GET1-SH3BGR	0
MUS81	689
ARMCX5-GPRASP2	6
ACADM	1849
KCTD3	358
GPX8	0
DHX29	667
SLC43A1	1773
POTEM	0
EXO1	480
MAX	1033
RBM7	405
MIR378G	0
ST6GALNAC5	0
KANK4	55
PRPSAP1	766
MIR98	2
SLC35B3	218
C1orf116	5
SLC44A3	0
PEX5	1384
LOC729970	0
CMC1	837
TAFA4	0
RSBN1	417
LOC101928118	0
HNF4G	3
HFE	5
PIGF	258
LINC01760	0
LINC01650	0
LINC01761	0
LINC02607	0
LINC01787	0
MGAT1	1790
DCAF6	417
TANC1	48
PNPT1	1549
PTBP2	221
TMEM80	322
PLA2G6	183
COL6A3	4
DPYD-AS1	0
CCNJL	0
DPYD-AS2	0
LINC01930	0
XPO7	1803
MIR2682	0
LINC01776	0
NRCAM	1
TMPRSS2	0
RTF1	3936
LOC100129620	0
LNX1	17
LINC01708	0
MIR548N	0
FCGR2A	310
GRM2	1
CXCL2	24
CENPP	122
DDHD2	69
TCHP	477
ZNF418	0
ZNF707	154
KRT75	0
UPP1	261
KDM4C	598
TRMT13	184
LRRC39	20
MRPS25	1619
ACTR6	412
NCBP2	3271
RTCA-AS1	30
VEGFA	1162
POLL	327
MIR553	0
EYS	6
RAB3GAP2	682
RRAS2	0
NR5A1	4
TMEM208	523
LINC01349	0
APC	348
PDCD2	3624
CDK18	242
RGS5	20
ANKZF1	567
EXTL2	426
LIG4	238
HSH2D	1605
VAMP2	704
SLC6A11	0
MAL	0
ABCG5	0
LOC102606465	244
LOC101928370	0
LINC01307	2
TMCC1	169
ADD1	2249
OLFM3	2
PYURF	0
DNAJA1P5	0
SEMA4A	211
KIRREL3	8
SSTR1	0
PRL	165
SRD5A1	519
ACSM3	51
SSX4	0
SOX3	1
SOS1	329
LINC00299	18
SLC9A5	38
ZBP1	0
LINC00472	0
MIR297	0
LOC101928436	0
ASH2L	911
GTF2H2	61
FRRS1	22
KLF8	5
ACTG1P4	0
ALDH5A1	633
ERRFI1	67
MIS18A	1706
TUBA8	29
C12orf43	492
TSEN34	542
PES1	4107
EXPH5	34
CEBPA	2989
SLC35D2	5
SGK3	1
STAM	188
SLC38A1	9981
STAT5A	1122
SLC22A14	2
PTPDC1	78
LOC100129138	0
LINC01676	0
LINC01677	0
LINC01661	0
ELP2	854
DKK3	1
LDAH	511
CSGALNACT1	9
MIR7852	0
VAV3-AS1	11
YAP1	0
NBPF6	0
NEK1	159
CHFR	49
OPN1SW	0
YAE1	203
HECW1	2
GNAL	4
ACSL5	750
PABPN1L	1
C19orf48	3262
PMS2	181
MAPK10-AS1	0
SPATA42	0
YAF2	1974
PLEKHB2	1040
LDHA	16953
SCARNA2	60
CAP1	3125
NARF	947
PLAAT4	60
FGF8	2
ARSG	152
MFSD11	205
NDP	0
KIAA1324	8
ZFR2	17
SPIN3	0
ZNF84	0
VBP1	2607
FCAR	57
ADGRF2	0
ADGRF4	0
ADGRF3	21
GPR161	4
RTN4	4781
CD46	1035
DDX19B	332
HAUS7	1476
RAB39A	28
ENOSF1	1389
SYT1	4
SNTG1	1
RASSF10	0
DACT1	56
TOP2B	4839
TRADD	140
PPIL4	529
NRXN2	122
IL5RA	0
DMAC2	1145
MPRIP	1283
GJA8	0
GJA5	1
CACNG6	0
GSTM4	120
MCCC1	1047
RBCK1	1444
KLHL3	5
APLN	3
CDK7	532
CRYBG1	940
NIN	790
ORM1	0
GMEB1	462
CLDN16	0
ELF4	804
WBP1	133
IL1R1	0
SIGLEC11	2
HDAC6	863
EIF4ENIF1	452
MIR412	0
EPHB1	0
LINC01397	9
DEFB105B	0
LINC02586	8
RBM15-AS1	35
MYO7B	4
ERAL1	1204
TRIM46	143
PFKM	16
LAMTOR5-AS1	23
CYMP-AS1	0
TBC1D4	684
FALEC	24
HNRNPH3	4457
DRAM2	552
ACSL3	1624
LMX1A	0
OGDHL	1
BIN1	101
ARHGAP44	1
COMT	2649
MOSPD2	252
NOL7	1691
CNTN6	0
PCMTD1	258
CHIAP2	0
COASY	2078
PIFO	1
CSH2	0
INTS9	249
MAGEA4	0
C1orf198	239
DUSP26	0
ALDH18A1	3030
LINC01160	3
ANAPC13	612
YIPF3	935
EDNRA	1
DCAF5	368
INKA2	139
INKA2-AS1	2
LOC101928718	2
SPHK2	408
NOTCH4	0
KCND3-IT1	0
KCND3-AS1	0
LINC01750	0
ACVR1	76
MIR4256	0
SNAP91	2
OSBPL2	228
UPK3BL2	12
NKAPL	0
LMBRD2	264
CCSER2	276
ST7L	226
ZNF57	4
DCUN1D3	85
RPS6KA5	164
ANKRD30B	7
OXCT1	612
CHST1	0
CLPX	1315
PPP1R17	8
LINC01356	0
AKR7A2P1	4
SEPTIN7P9	0
ANKRD53	1
LOC643441	0
ZNF184	384
TNRC6B	370
RNF7	1360
ARL5A	972
AAGAB	1742
CADM1	1
VASH2	0
SPATA33	245
OTOP3	0
BCL7B	1066
PHTF1	333
MOK	191
ITPRIP	343
CDK19	543
ZNF37A	530
HSPB7	0
AP4B1-AS1	6
RAB39B	0
KCNQ2	0
ASPRV1	31
MFN1	298
CCNQ	922
RAD9A	583
PRG2	120
C8orf89	0
MDH1B	6
CRACD	9
HIPK1-AS1	4
TMX2	1939
MED31	79
PPIL1	1338
GCAT	778
CHERP	956
SRCIN1	55
OLFML3	0
SYT6	2
CD99L2	969
ARHGEF7	604
NHLRC4	17
ZBTB44	1231
CDC34	2003
COX20	1127
FGD4	282
USP7	1583
CDC27	1061
MED15	1412
ITGB6	0
NUBPL	122
NEK9	1046
MED24	1934
HPS3	642
TEX43	0
C17orf78	4
ZSCAN16	71
BEND4	27
RNF207	41
MSH6	2279
FADS2	10905
MYMX	0
MPZ	158
NGF-AS1	0
REPS1	877
MEF2A	747
CCT8	8549
CCT6B	38
LINC01649	0
LOC101928977	0
MOV10	394
SLC25A25	164
RIMBP2	0
POU5F1	0
ATP1A1-AS1	16
LINC01762	0
TRIM7	84
CLDN23	0
OGG1	883
VAMP1	422
INS	0
HSD17B3	0
CLTCL1	110
LOC101929099	8
HOXB-AS3	1
ZFAT	84
PLAGL1	228
STAU1	1481
PSMB8-AS1	0
LINC01525	0
CRELD2	2192
ARHGEF38	4
LOC100996263	0
NMD3	1053
EMC1	1048
ZNF160	54
HRH4	0
PRDM12	29
RFLNA	2
OR56A4	0
CWH43	0
AUTS2	0
LOC105378933	0
CYB561D1	228
WARS2-IT1	0
WARS2-AS1	121
LINC01780	0
POGLUT3	752
HAO2-IT1	0
GPAT2	54
HSD3BP4	4
LINC00622	2
XAGE1A	0
GMPR2	1395
NAPB	227
PRSS21	0
CYLD	255
GSN	1801
NOTCH2NLR	0
PHF11	5
ELAC2	2142
SRGAP2-AS1	4
SRGAP2D	14
GTF2H3	1150
EMBP1	46
ANKRD20A12P	0
LOC102723769	2
RNVU1-1	0
MIR6077	0
LOC100132057	2
RNVU1-3	0
FAM72D	1
FAM72C	0
PRKD2	829
ZNF816	67
PLPPR2	468
AAR2	417
NME2	80
PNLDC1	8
EQTN	5
LAMA4-AS1	0
NKPD1	7
ZNF778	54
LINC00623	1
LINC00869	2
RNVU1-4	0
CHRM2	0
SHARPIN	747
GIHCG	648
ADAMTS9-AS2	3
TTN-AS1	4
PFN1P2	9
NBPF9	17
CLIC1	1
LOC441155	11
GOLGA6L22	0
LOC653513	0
LOC100996724	4
CHURC1	303
SLC25A27	0
SPTBN5	21
ZNF566	137
ABCF3	1128
MROH2A	1
C17orf80	255
EBF1	29
RPE65	0
LOC107984813	2
ENTPD7	172
EIF3B	12377
NBPF25P	30
LINC01719	0
RNVU1-6	0
RTTN	180
MIA	1
CUX1	1036
ACSS2	364
LIX1L-AS1	2
GNRHR2	24
PEX11B	396
MFAP4	34
PRNP	875
SEL1L2	0
DSCAM	2
TLCD5	0
PKM	28728
OLIG2	2
NUTF2	2310
ANKRD35	338
MIR6736	0
CACNB1	38
SMC1A	4399
SNX12	978
DDX41	1695
TMEM267	247
GPR89A	135
PDZK1P1	0
RNVU1-7	0
PDE4DIPP1	0
CUTA	2
ILK	160
UBP1	1131
BHLHB9	0
CST11	0
SLC22A13	0
DLG4	248
VSTM1	0
HTRA4	0
C19orf57	68
ZNF114	77
ACSF3	388
FHL1	22
FAM160B2	464
ABHD12	867
LILRB5	2
CDK17	193
LOC728989	0
RNVU1-8	0
NBPF13P	0
CMPK2	81
PDIA3P1	1181
WASHC2C	113
RAB18	985
BCO2	34
AHCYL2	205
PSMD12	1666
PSG4	0
LBHD2	0
PAX2	0
ETF1	3822
PPP2R5E	741
PXMP2	1186
TRAF7	1395
ADCY2	0
METTL25	65
EPB41L5	4
CKMT1B	2
FAM219B	212
ATP8B3	234
NFAM1	32
POMT1	658
RBMY2FP	0
RBMY2EP	0
CNIH3	55
PLPP5	268
LINC00624	0
EPHB2	293
FGF1	0
BRAP	316
MARCO	0
SRSF9	5671
KRT38	0
GPR89B	8
NCDN	831
SH3BP5	64
ZNF717	4
LOC101927468	0
MIR5087	0
LOC100996740	31
RNVU1-19	6
KHDC1L	2
RNVU1-14	3
REST	510
COBLL1	0
FGFR3	3
B3GALT6	1747
RNVU1-15	0
LOC101927429	0
LOC101060524	0
DRD5P2	0
LSP1P5	2
RNVU1-17	0
LOC644634	23
FCGR1CP	17
SPATA31C1	0
LINC01145	5
RNVU1-20	8
LOC101929798	0
MUTYH	365
STUB1	837
GPC3-AS1	0
UNC13B	743
TAAR5	0
EXO5	68
GHSR	0
BTNL2	0
AOC2	91
MTMR11	63
CD3EAP	277
WFDC1	137
LRRC63	14
CHRNA2	2
CCDC84	261
SERGEF	274
AGA	111
CDK5RAP3	2833
LOC105371433	18
IQSEC3	30
CDKL1	91
DHX16	0
SNORD13C	2
APH1A	6547
ISLR2	0
DYRK1A	737
PITRM1	1096
COL25A1	1
TCEAL1	0
DUSP19	20
ZNF845	122
DEGS1	508
WDR76	1124
ARNTL2	227
CNGB1	0
TBC1D25	241
RPRD2	749
ZNF320	1
MIR6878	0
DAXX	34
CASD1	138
NLGN4Y	0
PI4KB	633
PIK3CG	1248
MIR4257	3
ADAMTSL4-AS1	10
NAGK	700
BACH2	17
TGIF2	429
GALNT9	5
STAR	394
ZFP1	245
NLRX1	520
TFE3	491
HEPH	33
STARD3	1609
USP25	4
PTCRA	0
N4BP2L1	62
MED8	871
STAG1	825
CTXND2	0
BEND5	1
MSTO1	34
NT5C1B	0
ABI3	105
TMEM120A	410
TAF3	527
GTSE1	1561
TMEM151B	2
PRDM10	155
AKT1	3231
KATNAL1	184
PHACTR2-AS1	6
PLA2G2C	14
RBP7	3
CDC42SE1	912
STK16	303
XPO6	1854
PTPA	2503
TERT	44
SLC52A2	1612
TRIM37	414
NXF2B	0
TCF19	1
BCLAF1	2126
ZNF687-AS1	5
KYAT1	297
LRMP	448
IL33	0
ACVR1C	0
LRRC25	3
FBXO3	275
PUDP	223
GBAT2	38
MCF2	52
GRAMD1A	1933
KLHL21	492
PCBD1	446
DHDDS	498
CCDC186	0
GPR78	0
ZNF26	2
ZNF526	228
OXTR	65
GABRA3	0
MIR554	0
HBD	1
HEXA	2141
ZNF771	88
RPP38	321
RPP30	280
AGPAT2	1846
NOC2L	6835
ABCA12	0
SLC9A1	268
PARP11	181
FAM189B	438
AKR1C2	389
RFC1	2830
FHIT	0
CHST15	0
TDRKH-AS1	24
PRR25	7
TMEM98	0
SRGAP3	109
C2CD4D-AS1	0
NBPF18P	0
CEP70	327
FLG-AS1	0
PPP1R3G	2
PATL2	30
ADCK5	350
TADA2A	601
LINC00302	0
MCEMP1	981
PGS1	562
FAAH2	4
CNTROB	784
FBXL13	76
POLI	180
RPS27	883
MAMSTR	36
SPRR2C	0
LOC101928009	0
VCPKMT	89
ZDHHC16	771
SLC39A9	603
MOB1A	2592
OR4E1	0
POU5F2	3
FBLN7	0
KLHL36	594
LOC101928034	13
TMED9	4566
EFNA2	0
MIR623	0
MIR612	0
ACAD11	0
MIR598	0
ZNF577	41
NRP2	40
MIR552	0
MIR545	0
MIR513A1	0
CRB1	0
LINC01094	5
ZNF544	0
SMIM1	0
GTF2I	612
MIR8083	0
SMIM27	48
PRKAA1	979
TMTC3	167
TVP23B	173
GGA2	1119
SLC27A3	333
LOC343052	6
PCCA	452
AFG3L2	1881
NPIPB11	5
SULF2	0
MIR6737	0
PTGES3L	12
AUP1	2442
RASSF7	480
AMZ2	1516
NPY4R	0
DISC1	5
HIRIP3	1348
ABL2	250
GTF2A1	503
CNTN5	0
MIR5698	0
MAFF	20
PPP1R18	0
P4HA2	17
ZNF346	204
RBM17	2703
NLRP1	7
RGS3	53
SPTY2D1	218
LIN54	292
C1orf68	0
VKORC1	993
JMJD1C	442
BLOC1S6	995
PMPCA	2312
CTNS	109
APP	0
IRF3	1592
PTOV1	1414
SARS1	2554
SNORA58B	5
NPM1	17252
TTC17	482
IL6R-AS1	1
CDC42	5258
PCDHB3	2
PCDHB2	38
PCDHB15	0
RHOF	102
UBQLN4	787
SAGE1	1
SLAMF8	0
PCDHGB3	2
TAFA2	8
UBE2Q1-AS1	0
LMX1B	0
CCK	0
PLSCR2	0
LIMCH1	0
MAGEA10	0
TRIP12	1019
LBHD1	29
HLA-DRB1	124
LILRA6	8
CD24	38
COQ2	707
NDUFAF6	497
ZNF148	504
PRSS1	0
CHMP1A	1544
FAM178B	0
ZC3H13	2924
PNMT	0
NECAB2	9
BARHL2	0
BRWD1	657
MIR4258	1
UCHL3	1478
RASGEF1B	11
ASPN	1
TCTEX1D4	11
PTPRK	6
SPDYE8	0
SLC15A3	24
DCST1	12
NIPSNAP3B	10
GJB2	0
FUBP1	1279
ATXN3	300
HLA-DPA1	0
XCL2	0
SVIL	232
SYP	115
RARS2	830
PHRF1	932
WFIKKN2	2
IQSEC2	34
GRIK2	34
MATR3	4835
LOC541473	28
NCAPG2	2193
RXFP1	13
CBLB	91
ATP6V0A4	0
BTBD11	35
SLC50A1	806
SYTL5	0
ELSPBP1	0
PARVG	3023
EPB41L4A	153
MYOG	0
HSFY1	0
HSFY2	0
SSC5D	4
MICAL2	127
ARHGAP11A	2024
MEP1A	0
DDX60L	989
ZRSR2	324
OR2V2	0
PTENP1	16
ETV1	2
THBS3	33
LMO7	402
CYB561A3	177
LINC01354	0
NDRG3	518
TJAP1	460
UTP15	394
GGA3	708
SNX29	90
ZNF394	358
DSEL	1
PCGF6	546
USP44	11
STXBP5L	115
METTL8	197
AFAP1L2	1
MDK	101
C12orf54	0
CLK3	1509
SYTL3	120
INTS6L	341
TSBP1-AS1	0
FAM25G	0
EPC1	332
MDH2	10255
UBL7	1058
TMSB15B	10
MOB1B	370
MCAT	506
PDE8A	464
MIR555	0
POU5F1P4	0
ASH1L-AS1	67
ADSL	1868
ZNF106	1622
PIF1	577
ATF7IP	799
IL17B	2
SEC24B	258
STAG3	13
UFM1	430
MSTO2P	58
AGO3	337
CDK8	482
NIP7	767
SCARNA26A	0
C1orf122	795
SIGIRR	409
SYK	1702
GON4L	170
GAGE12F	0
BCL10	230
DMD	4
C12orf40	0
PDZRN4	3
SCARNA26B	0
SCARNA4	4
FOXG1	0
NDOR1	808
FER	37
IL20RA	0
PALD1	318
CENPS-CORT	12
MICOS10-NBL1	0
HSD11B1	0
MIR6738	1
GAPVD1	614
PTPN3	0
FAM120AOS	406
SUOX	203
UGT2B10	0
FAM234B	223
TEAD4	0
DCXR	3070
CHORDC1	1121
SLC25A44	376
LDB3	9
INCA1	54
SEC23B	790
IFIT1	138
PAQR6	228
AP2A1	2507
TEAD2	21
ARHGEF2	1512
ACMSD	0
GPM6B	5
ZNF875	169
ZFP30	0
DUSP23	386
CSGALNACT2	746
NUP88	645
CD1A	0
SIK1B	0
TMEM79	62
PMVK	1110
GLMP	7
SPAST	386
FTH1P3	6
TPTEP1	0
TERC	37
TUG1	1102
DISC2	2
H19	8
ACSS1	1421
EVA1C	0
B3GNTL1	639
PRDM15	125
ZNF525	0
ENPP5	0
HABP2	0
RTN2	298
SLC5A11	4
OR6F1	0
OR9G4	0
C1orf61	64
AHCY	4045
GPATCH4	1456
LOC101928177	2
YPEL4	0
PDP2	270
SYT4	1
ZNF398	178
PPIL3	205
WDR54	626
EIF5A	20806
PLEK	4931
DOK2	1050
COX8A	6711
STX2	334
SUFU	418
PDE1B	218
RAB3IL1	410
RABGEF1	337
SCGB1C2	0
CHST8	0
IKZF4	67
HCCS	766
SPACA4	2
SLC30A7	372
ADGRG5	29
ELAVL4	174
LILRA2	1171
CYCSP52	0
SAYSD1	294
ACTN4	4441
CENPO	753
MCPH1	347
DCAF16	935
VWA3B	0
TENM3	3
PSMC2	3342
PSMB1	7114
ATP6AP1L	54
NFXL1	160
LOC105371458	0
JAGN1	706
PCBP4	119
KIRREL1-IT1	0
LINC01704	0
TBC1D1	3746
PHF19	1093
IFNAR1	815
HCN4	0
C6orf132	2
CBY3	2
INAVA	226
TMEM217	11
SPOP	1185
SLC25A11	1510
PLA2G10	0
POTEJ	0
KLK15	0
TNNT1	2126
KCNS2	1
WFS1	0
COL18A1	35
TAF15	9577
ACKR3	11
AKR1B10	0
ADARB1	288
PLEKHA5	55
SLC39A5	6
CADM3-AS1	0
MRPS5	1877
OR10J4	0
GNB3	75
GNB1	9819
TTLL12	3411
ZNF625	0
AKR1B15	0
SNHG28	0
IER3	0
MIR4259	1
C2orf42	90
GK	215
HK2	1698
NR6A1	154
NRG4	73
AADACL3	0
TOR1B	236
FLYWCH1	540
LOC729867	1
TMEM150A	18
ALG2	197
ZNF248	319
FCRL3	0
CUL1	536
LOC100287049	2
ARNT	6
FBXL12	377
MIR1202	0
MIR1277	0
MIR1275	0
MIR1260A	0
MIR1285-2	0
MIR1285-1	0
MIR548J	0
MIR548E	0
DENND1C	570
CEP76	301
TMEM205	1576
OR5I1	0
SLC17A3	0
SLC39A13	205
VIPR2	0
CD48	256
TMEM128	342
RD3	0
KCNJ18	0
EHBP1	319
SEC16A	806
CENPBD1	164
DRC1	4
PPP1R35	1573
MRGPRF	0
LOC101928372	0
MYO5C	24
IL1RL2	0
OSBPL6	2
INTS6	346
CLN6	1855
FCRL2	1
DDX52	685
ANKRD12	869
HLA-G	0
CORO1B	344
LOC112543491	6
TMX3	969
INSYN2A	0
EML6	57
NLRP7	1
LRRC8A	303
C12orf56	1
TDRD6	0
PHYHIPL	0
MBOAT7	2599
GABRB3	0
PRSS23	9
PLD5	0
PAQR3	731
TMEM150C	7
TOMM40L	500
MIR5187	0
ESRP1	0
IGSF9	2
ENTPD6	973
FAM72A	3
DPF1	93
CFHR5	0
UNC45B	0
OR51E2	0
GJA9	0
CCDC34	0
NPL	121
COL13A1	4
MTMR3	366
GVQW3	159
CLEC4O	0
AQP7	0
OR52N5	0
CYP21A2	0
FOXO3B	21
DAB1	0
SLC35C2	644
FCGR2C	0
HSPA7	10
C3orf67	29
RPS27A	7335
CT45A6	0
ABCC5	453
FAR2	1835
RPL31P11	1
BOC	4
ZNF189	74
FCRLB	19
IGSF1	0
SELENOP	33
ZNF208	0
MIR4654	0
MIR556	0
C1orf226	11
CENPB	4997
BICRA	287
DBNDD1	2
GALT	167
GZMM	9
PACRGL	214
STK33	0
GOLGA6L10	1
IL1R2	2
SLC10A3	426
MICB	12
APOBEC3H	3
ARMC8	674
FAM90A1	51
SLC52A1	1
WRAP53	561
SLMAP	662
LOC101928404	1
SYNE2	1
LOC100422212	0
FAM166B	2
TNFAIP2	647
LINC00161	0
B3GALT5-AS1	0
POGZ	503
THSD4	22
CHRDL2	0
RHEBL1	79
SDC1	0
C12orf65	875
SLITRK2	0
LRRC52-AS1	0
SRRM1	3007
RPN2	3715
LOC440700	2
APOL1	22
FAM3D	0
SLCO4A1-AS1	6
TMCO1-AS1	6
FAM78B	0
LITAF	1119
MIR4779	0
MIR4725	0
LINC01675	0
MIA2	174
PLCG1	806
ZBTB26	101
CFHR3	0
HPR	1
MARVELD1	0
